鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,總樓層數_num
三峽區,房地(土地+建物),復興路459巷1~30號,10.86,都市：其他:住宅區,,,1100325,土地1建物1車位0,四層,十六,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841013,112.22,3,2,2,有,無,9900000,88220,,0.0,0,,RPWOMLTKMHGGFIF96EA,80.44,0.0,12.23,有,100.0,16
樹林區,房地(土地+建物)+車位,大成路1~30號,17.61,都市：其他:住宅區,,,1100322,土地1建物1車位1,三層,十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950425,131.07,3,2,2,有,有,10380000,79194,坡道機械,24.35,0,陽台外推；,RPORMLKLMHGGFIF28EA,75.19,1.28,3.45,有,,15
中和區,房地(土地+建物),景平路181~210號,1.91,都市：其他:道路用地,,,1100411,土地3建物1車位0,二十九層,四十一,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0861104,32.88,1,1,1,有,有,4350000,132299,,0.0,0,,RPOQMLKLMHGGFHF08EA,20.12,0.0,5.32,有,,41
三重區,房地(土地+建物)+車位,中正南路211~240號,6.66,都市：其他:住宅區,,,1100404,土地1建物1車位1,十九層,二十二,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021206,81.34,2,2,1,有,有,12000000,148668,坡道機械,10.04,1400000,,RPTNMLKLMHGGFGF18EA,0.0,0.0,0.0,有,111.0,22
淡水區,房地(土地+建物)+車位,學府路102巷51弄1~30號,28.03,都市：其他:住宅區,,,1100405,土地1建物1車位1,十六層,十八,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840802,202.39000000000001,4,2,2,有,有,6750000,33351,坡道平面,0.0,0,,RPQOMLKLMHGGFEF77EA,95.89,2.23,10.02,有,119.0,18
萬里區,房地(土地+建物),玉田1~30號,11.27,都市：其他:休閒遊憩區,,,1100415,土地2建物1車位0,十層,十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860626,50.37,1,1,1,有,有,2000000,39706,,0.0,0,,RPWNMLKLMHGGFDF18EA,32.87,0.0,2.78,有,120.0,15
淡水區,房地(土地+建物)+車位,民權路181~210號,13.82,都市：其他:商業區(二),,,1100319,土地1建物1車位1,十四層,二十九,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000613,207.42000000000002,3,2,2,有,有,25080000,127597,坡道平面,24.97,1800000,陽台外推；其他增建；,RPUNMLLLMHGGFEF18EA,107.65,5.06,11.79,有,122.0,29
淡水區,房地(土地+建物),中正東路二段121~150號,14.12,都市：其他:住宅區(三),,,1100315,土地1建物1車位0,七層,二十一,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900302,83.63,3,2,1,有,有,9580000,114552,,0.0,0,,RPVNMLLLMHGGFEF28EA,52.25,0.0,7.21,有,,21
汐止區,房地(土地+建物)+車位,大同路二段272巷1~30號,17.7,都市：其他:第二種住宅區,,,1100210,土地1建物1車位1,十二層,十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881026,146.45,3,2,2,有,有,15250000,104131,坡道機械,0.0,0,陽台外推；,RPROMLKLMHGGFDF77EA,91.58,1.18,13.76,有,,14
汐止區,房地(土地+建物)+車位,民族一街61~90號,24.31,都市：其他:第二種住宅區,,,1100314,土地1建物1車位1,二層,十三,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020131,164.29,3,2,2,有,有,16100000,107007,升降平面,27.85,1500000,,RPPPMLKLMHGGFDF67EA,77.37,8.57,7.05,有,123.0,13
土城區,房地(土地+建物),明德路二段31~60號,6.17,都市：其他:第二種住宅區,,,1100314,土地3建物1車位0,五層,二十一,住宅大樓(11層含以上有電梯),住家用,鋼骨造,0870221,72.18,1,2,1,有,有,10600000,146855,,0.0,0,陽台外推；夾層；,RPPPMLKLMHGGFAF37EA,45.4,0.0,6.38,有,,21
三峽區,房地(土地+建物)+車位,大觀路121~150號,34.39,都市：其他:住宅區,,,1100313,土地1建物1車位1,八層,十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960202,236.41000000000003,3,2,2,有,有,19600000,82907,坡道平面,25.76,0,陽台外推；,RPTOMLSKLHGGFIF98DA,135.08,3.15,13.88,有,,14
中和區,房地(土地+建物),成功路31~60號,10.63,都市：其他:住宅區,,,1100109,土地1建物1車位0,九層,十三,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0891124,106.60000000000001,3,2,2,有,有,15100000,141651,,0.0,0,,RPVTMLNKMHGGFHF56DA,82.82,0.0,3.41,有,,13
中和區,房地(土地+建物)+車位,中正路811~840號,12.19,都市：其他:道路用地,,,1100223,土地2建物1車位1,二十一層,二十二,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880915,169.29,3,2,2,有,有,17600000,117905,坡道平面,36.98,2000000,陽台外推；,RPOUMLNKMHGGFHF58DA,92.04,0.0,13.65,有,,22
中和區,房地(土地+建物),中正路751~780號,3.17,都市：其他:住宅區,,,1100319,土地1建物1車位0,十九層,二十三,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850919,44.79,1,1,1,有,有,5700000,127261,,0.0,0,其他增建；,RPTSMLOKMHGGFHF98DA,28.21,0.0,4.14,有,142.0,23
中和區,房地(土地+建物),福祥路1~30號,5.23,都市：其他:住宅區,,,1100319,土地3建物1車位0,十九層,十九,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871120,56.64,1,1,1,有,有,7900000,139477,,0.0,0,,RPSQMLRJMHGGFHF88DA,32.56,0.0,4.81,有,,19
三重區,房地(土地+建物),中正南路8巷1~30號,5.98,都市：其他:道路用地,,,1100312,土地4建物1車位0,十層,十三,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020122,53.71,2,1,1,有,有,9700000,180600,,0.0,0,夾層；,RPTQMLTKMHGGFGF56DA,28.57,1.44,3.24,有,146.0,13
蘆洲區,房地(土地+建物)+車位,復興路181~210號,20.53,都市：其他:住宅區,,,1100314,土地1建物1車位1,七層,十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030619,160.86,3,2,2,有,有,18320000,113888,坡道平面,18.28,0,,RPQNMLRKMHGGFGF38DA,84.38,5.72,3.08,有,147.0,15
蘆洲區,房地(土地+建物),中山一路121~150號,4.43,都市：其他:住宅區,,,1100309,土地2建物1車位0,四層,十七,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860604,51.290000000000006,0,0,0,無,有,6500000,126730,,0.0,0,,RPPPMLTKMHGGFGF68DA,29.2,1.34,6.02,有,148.0,17
淡水區,房地(土地+建物)+車位,自強路271~300號,20.78,都市：其他:道路用地,,,1100315,土地2建物1車位1,七層,十八,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831013,161.15,2,2,2,有,有,11680000,72479,坡道平面,39.52,0,,RPTVMLKLMHGGFEF68DA,96.71,0.0,11.38,有,,18
淡水區,房地(土地+建物)+車位,新春街121~150號,22.13,都市：其他:住宅區,,,1100307,土地2建物1車位1,十一層,十七,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030423,152.87,3,2,2,有,有,10800000,70648,坡道平面,0.0,0,,RPWVMLKLMHGGFEF98DA,76.2,1.52,11.2,有,154.0,17
淡水區,房地(土地+建物),北新路169巷1~30號,8.53,都市：其他:住宅區,,,1100313,土地2建物1車位0,十五層,十八,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851228,58.91,2,1,1,有,有,3550000,60261,,0.0,0,,RPOWMLKLMHGGFEF28DA,37.84,0.0,7.14,有,155.0,18
淡水區,房地(土地+建物)+車位,中山北路一段301~330號,30.65,都市：其他:第五種住宅區,,,1100314,土地1建物1車位1,十三層,十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0981217,217.58,4,2,2,有,有,13000000,63739,坡道平面,34.02,1300000,,RPUSMLTKMHGGFEF66DA,111.29,11.38,10.63,有,,14
淡水區,房地(土地+建物)+車位,中正東路二段31~60號,77.21,都市：其他:第三種住宅區。,,,1100208,土地1建物1車位3,二十二層,二十八,住宅大樓(11層含以上有電梯),住家用,鋼骨構造,1080213,645.02,0,0,0,無,有,102560000,175533,坡道平面,103.47,7500000,,RPPOMLKLMHGGFEF57DA,313.59,8.39,45.09,有,156.0,28
淡水區,房地(土地+建物)+車位,新市二路一段91~120號,13.67,都市：其他:第五種住宅區,,,1100317,土地1建物1車位1,五層,十三,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061128,113.23,2,1,1,有,有,6560000,57935,坡道平面,34.83,0,夾層；,RPURMLQKMHGGFEF88DA,41.27,2.43,2.91,有,159.0,13
淡水區,房地(土地+建物)+車位,沙崙路一段126巷91~120號,22.45,都市：其他:第五之一種住宅區,,,1100330,土地1建物1車位1,十三層,二十三,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050816,171.17000000000002,3,2,2,有,有,10000000,58421,坡道平面,36.51,0,,RPXOMLLLMHGGFEF48DA,73.05,7.54,12.07,有,161.0,23
淡水區,房地(土地+建物)+車位,濱海路二段211~240號,24.79,都市：其他:第五之一種住宅區,,,1100306,土地1建物1車位1,十一層,十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060216,173.72000000000003,2,2,2,有,有,10500000,67544,坡道平面,33.07,1000000,,RPXPMLQKMHGGFEF98DA,82.72,6.28,7.29,有,,14
淡水區,房地(土地+建物)+車位,濱海路一段306巷9弄61~90號,18.74,都市：其他:第五種住宅區,,,1100306,土地1建物1車位1,九層,十三,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041001,123.81,2,2,1,有,有,7500000,60577,坡道機械,26.1,0,,RPUOMLQKMHGGFEF58DA,61.36,1.37,4.57,有,162.0,13
淡水區,房地(土地+建物)+車位,民生路151~180號,12.72,都市：其他:住宅區(四),,,1100322,土地1建物1車位1,三層,十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840801,110.36,3,2,2,有,有,7700000,69772,坡道平面,0.0,0,與隔壁打通，2戶一起購買，登記夫妻各一戶陽台外推；,RPPNMLNKMHGGFEF67DA,45.84,0.0,7.62,有,,15
淡水區,房地(土地+建物),民生路151~180號,15.22,都市：其他:住宅區(四),,,1100322,土地1建物1車位0,三層,十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840801,88.87,3,2,2,有,有,7500000,84393,,0.0,0,與隔壁打通，2戶一起購買，登記夫妻各一戶陽台外推；,RPQNMLNKMHGGFEF77DA,56.34,0.0,7.49,有,,15
淡水區,房地(土地+建物)+車位,新市三路二段241~270號,9.93,都市：其他:第三之一種中心商業區,,,1100323,土地1建物1車位1,十八層,二十九,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070525,152.47,3,2,2,有,有,10860000,76715,坡道平面,30.46,1500000,含裝潢費；,RPTPMLQJMHGGFEF48DA,65.97,9.22,5.95,有,,29
淡水區,房地(土地+建物)+車位,沙崙路一段126巷121~150號,33.75,都市：其他:第五之一種住宅區,,,1100123,土地1建物1車位2,八層,二十,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060824,267.0,4,2,3,有,有,17850000,71288,坡道平面,53.08,2600000,,RPUOMLMKLHGGFEF08DA,123.45,3.33,19.86,有,,20
淡水區,房地(土地+建物)+車位,新市三路二段181~210號,7.91,都市：其他:第三之一種中心商業區,,,1100304,土地1建物1車位1,十二層,二十九,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070525,107.46000000000001,2,2,1,有,有,8220000,82620,坡道機械,15.23,600000,含裝潢費；,RPSPMLKKLHGGFEF77DA,53.19,2.8,5.35,有,,29
八里區,房地(土地+建物)+車位,中山路一段331~360號,14.91,都市：其他:第四種商業區,,,1100221,土地2建物1車位1,六層,十三,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830615,147.65,3,2,2,有,有,6500000,44023,坡道平面,0.0,0,,RPXOMLPLKHGGFEF68DA,77.22,1.85,9.84,有,,13
汐止區,房地(土地+建物)+車位,秀山路91~120號,47.84,,山坡地保育區,丙種建築用地,1100321,土地1建物1車位1,六層,十六,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860314,105.98,1,1,1,有,有,6250000,58973,坡道機械,0.0,0,,RPRNMLKLMHGGFDF57DA,65.9,0.0,9.24,有,,16
汐止區,房地(土地+建物),大同路二段271~300號,5.07,都市：其他:第二種住宅區,,,1100307,土地1建物1車位0,四層,二十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840126,56.379999999999995,1,1,1,有,有,7000000,124158,,0.0,0,,RPTPMLTKMHGGFDF78DA,43.4,0.0,8.76,有,169.0,24
汐止區,房地(土地+建物),建成路59巷31~60號,10.46,都市：其他:第二種住宅區,,,1100320,土地2建物1車位0,二層,十六,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871113,77.9,3,2,2,有,有,8650000,111040,,0.0,0,陽台外推；夾層；,RPXQMLTKMHGGFDF66DA,52.14,2.78,6.65,有,,16
汐止區,房地(土地+建物)+車位,汐萬路二段228巷31弄1~30號,42.36,,山坡地保育區,丙種建築用地,1100327,土地1建物1車位2,十層,十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850627,153.04000000000002,2,1,1,有,有,5000000,32671,坡道平面,74.82,0,,RPPQMLOKMHGGFDF97DA,50.97,0.0,8.03,有,,15
新店區,房地(土地+建物),達觀路14巷1~30號,25.43,,山坡地保育區,丙種建築用地,1100307,土地2建物1車位0,九層,十七,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850710,59.0,2,1,1,有,有,4880000,82712,,0.0,0,,RPWNMLQKMHGGFCF48DA,40.92,0.0,5.88,有,,17
新店區,房地(土地+建物),文化路1~30號,4.23,都市：其他:第四種住宅區,,,1100405,土地1建物1車位0,三層,十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980505,40.11,1,1,1,有,有,8150000,203191,,0.0,0,,RPWRMLTJMHGGFCF09DA,25.26,1.63,2.13,有,,15
新店區,房地(土地+建物)+車位,達觀路22巷1~30號,75.52,,山坡地保育區,丙種建築用地,1100318,土地1建物1車位1,三層,十三,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850710,185.95,4,2,2,有,有,8880000,47755,坡道平面,0.0,0,車位面積無法概算其他增建；,RPROMLRJMHGGFCF08DA,103.55,0.85,15.05,有,,13
新店區,房地(土地+建物)+車位,中正路331~360號,9.21,都市：其他:市場用地,,,1100309,土地1建物1車位1,四層,十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900508,147.66,3,2,2,有,有,20000000,135446,坡道機械,20.23,0,,RPOTMLQJMHGGFCF18DA,92.84,0.0,9.73,有,,14
林口區,房地(土地+建物)+車位,文化三路一段391~420號,13.03,都市：其他:中心商業區,,,1100319,土地2建物1車位1,十層,十九,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950825,133.07,2,2,1,有,有,10900000,81906,坡道平面,34.38,0,,RPRNMLKLMHGGFBF37DA,60.35,0.0,4.53,有,,19
新莊區,房地(土地+建物),中華路二段121~150號,14.06,都市：其他:住宅區,,,1100401,土地1建物1車位0,七層,十三,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840805,108.91,3,2,2,有,有,12150000,111560,,0.0,0,,RPSRMLKLMHGGFBF87DA,90.12,0.0,10.41,有,,13
新莊區,房地(土地+建物)+車位,長青街37巷22弄1~30號,37.21,都市：其他:住宅區,,,1091228,土地1建物1車位1,十一層,十三,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980505,296.41999999999996,4,2,3,有,有,31000000,104581,坡道平面,30.58,0,,RPPPMLPKMHGGFBF77DA,159.48,6.29,20.27,有,,13
新莊區,房地(土地+建物)+車位,昌隆街61~90號,15.28,都市：其他:市場用地,,,1100317,土地1建物1車位1,六層,十三,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910819,174.29,4,1,2,有,有,19080000,125820,坡道平面,38.54,2000000,陽台外推；其他增建；,RPSNMLLJMHGGFBF37DA,90.37,0.0,9.29,有,,13
林口區,房地(土地+建物)+車位,信義路271~300號,13.47,都市：其他:中心商業區,,,1100412,土地1建物1車位1,十二層,十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980604,152.0,3,2,2,有,有,11460000,75395,坡道平面,32.15,0,陽台外推；,RPSTMLNKMHGGFBF28DA,79.4,1.09,4.57,有,180.0,15
林口區,房地(土地+建物)+車位,文化三路一段361~390號,16.48,都市：其他:中心商業區,,,1100226,土地2建物1車位1,六層,十八,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960817,170.85,3,2,2,有,有,15000000,87796,坡道平面,34.76,0,,RPOOMLNLLHGGFBF37DA,85.58,0.0,11.55,有,182.0,18
泰山區,房地(土地+建物)+車位,明志路二段211~240號,12.11,都市：其他:商業區,,,1100228,土地1建物1車位1,四層,十六,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840411,133.6,3,2,2,有,有,10750000,80464,坡道機械,0.0,0,陽台外推；,RPQRMLMKLHGGFBF67DA,78.13,0.76,8.13,有,,16
新莊區,房地(土地+建物),民安路188巷8弄1~30號,4.46,都市：其他:商業區,,,1100209,土地1建物1車位0,四層,十三,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0901219,48.01,0,0,1,有,有,5500000,114559,,0.0,0,,RPRNMLKLKHGGFBF17DA,28.8,0.0,4.6,有,,13
板橋區,房地(土地+建物)+車位,漢生東路241~270號,19.34,都市：其他:第二種特定專用區,,,1100206,土地1建物1車位2,二十六層,二十九,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0980724,305.21,4,2,2,有,有,59500000,202174,坡道平面,35.64,5000000,陽台外推；,RPTRMLTKMHGGFAF68DA,157.13,9.12,18.71,有,,29
土城區,房地(土地+建物)+車位,清水路91~120號,12.06,都市：其他:第二種商業區,,,1100319,土地1建物1車位1,六層,十五,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030110,124.50999999999999,2,1,1,有,有,8000000,64252,坡道平面,33.43,0,親友、員工、共有人或其他特殊關係間之交易；,RPWOMLLLMHGGFAF97DA,54.01,6.09,2.83,有,,15
板橋區,房地(土地+建物),文化路一段331~360號,2.18,都市：其他:住宅區,,,1100331,土地1建物1車位0,七層,四十,住宅大樓(11層含以上有電梯),住家用,鋼骨構造,0990715,42.49,1,0,1,有,有,10300000,242410,,0.0,0,陽台外推；夾層；,RPVSMLRJMHGGFAF68DA,22.93,0.0,5.03,有,,40
板橋區,房地(土地+建物),民生路二段151~180號,6.06,都市：其他:住宅區,,,1100324,土地1建物1車位0,四層,十九,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860428,72.74000000000001,2,2,1,有,有,12000000,164971,,0.0,0,陽台外推；其他增建；,RPSSNLTJMHGGFAF68DA,45.04,0.0,7.02,有,,19
土城區,房地(土地+建物),學府路一段121~150號,13.55,都市：其他:第二種住宅區,,,1100219,土地1建物1車位0,十八層,十八,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840524,71.25,2,1,1,有,有,9000000,126316,,0.0,0,陽台外推；其他增建；,RPQRNLQKLHGGFAF08DA,39.76,7.65,4.64,有,,18
板橋區,房地(土地+建物),民生路三段301~330號,5.05,都市：其他:住宅區,,,1100318,土地1建物1車位0,十一層,三十七,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0950914,145.55,4,2,2,有,有,17600000,120921,,0.0,0,,RPRQMLLLMHGGFAF67DA,95.1,0.0,14.37,有,,37
板橋區,房地(土地+建物)+車位,廣和街61~90號,14.42,都市：其他:住宅區,,,1100307,土地1建物1車位1,十二層,十三,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971120,138.77,1,2,1,有,有,16550000,123242,坡道平面,20.71,2000000,陽台外推；夾層；其他增建；,RPOQMLOKMHGGFAF57DA,59.23,7.78,8.78,有,200.0,13
板橋區,房地(土地+建物)+車位,民生路三段301~330號,5.86,都市：其他:住宅區,,,1091123,土地1建物1車位2,二十二層,三十七,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0950914,214.82,3,2,2,有,有,22880000,106503,坡道平面,69.82,0,陽台外推；夾層；其他增建；,RPOTMLNKMHGGFAF77DA,95.21,0.0,14.37,有,,37
新莊區,房地(土地+建物)+車位,新北大道七段301~330號,12.76,都市：其他:住宅區,,,1100310,土地1建物1車位1,七層,十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931126,164.91,4,2,2,有,有,13860000,87782,坡道機械,18.41,1000000,陽台外推；,RPOSMLPLLHGGFBF97DA,86.3,0.0,23.52,有,,14
林口區,房地(土地+建物)+車位,民有街61~90號,14.18,都市：其他:中心商業區,,,1100329,土地1建物1車位1,三層,十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940726,131.83,3,2,2,有,有,10300000,78131,坡道機械,11.24,0,,RPXSMLPKMHGGFBF88DA,79.23,1.84,3.91,有,,14
新莊區,房地(土地+建物)+車位,中平路377巷17弄31~60號,17.6,都市：其他:住宅區,,,1100320,土地1建物1車位1,五層,十三,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960706,149.66,3,2,2,有,有,18500000,123614,坡道平面,22.85,0,,RPTQMLPKMHGGFBF28DA,85.23,1.28,4.79,有,211.0,13
新莊區,房地(土地+建物),民安路188巷8弄1~30號,4.46,都市：其他:商業區,,,1100304,土地1建物1車位0,十一層,十三,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0901219,48.01,2,1,1,有,有,4000000,83316,,0.0,0,夾層；,RPUTMLTKMHGGFBF09DA,28.8,0.0,4.6,有,213.0,13
新莊區,房地(土地+建物)+車位,中原路301~330號,25.22,都市：其他:住宅區,,,1100315,土地1建物1車位1,十一層,十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890718,171.95,4,2,2,有,有,17500000,101774,坡道平面,43.47,0,陽台外推；,RPRSMLTKMHGGFBF68DA,92.39,0.0,12.58,有,214.0,14
新莊區,房地(土地+建物),新北大道七段451~480號,6.93,都市：其他:溝渠用地,,,1100323,土地2建物1車位0,三層,十八,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880409,77.72999999999999,3,2,1,有,有,7180000,92371,,0.0,0,,RPVVMLLLMHGGFBF68DA,50.38,0.0,8.28,有,,18
林口區,房地(土地+建物)+車位,信義路271~300號,10.86,都市：其他:中心商業區,,,1100316,土地1建物1車位1,九層,十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980604,128.89,2,2,1,有,有,9600000,74482,坡道平面,30.1,0,,RPSNMLLLMHGGFBF57DA,63.31,0.9,4.24,有,,14
新莊區,房地(土地+建物)+車位,立信一街10巷1~30號,18.96,都市：其他:住宅區,,,1100329,土地1建物1車位1,十層,十三,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951129,160.88,4,2,2,有,有,20000000,124316,坡道平面,14.6,0,,RPSOMLMLMHGGFBF77DA,90.54,9.19,3.36,有,,13
新店區,房地(土地+建物)+車位,建國路241~270號,29.25,都市：其他:第四種住宅區,,,1091202,土地1建物1車位1,十九層,二十五,住宅大樓(11層含以上有電梯),住家用,鋼骨構造,0971223,327.73,4,2,2,有,有,54750000,167058,坡道平面,47.61,0,,RPVOMLMLLHGGFCF08DA,166.19,7.86,14.29,有,,25
新店區,房地(土地+建物),安祥路110巷31~60號,39.31,,山坡地保育區,丙種建築用地,1100316,土地1建物1車位0,十層,十七,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850213,78.31,2,2,1,有,有,4500000,57464,,0.0,0,,RPRPMLKMLHGGFCF67DA,65.24,0.0,8.81,有,218.0,17
新店區,房地(土地+建物)+車位,寶興路42巷31~60號,23.04,都市：其他:住宅區,,,1100119,土地1建物1車位1,六層,十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881030,179.70999999999998,3,2,2,有,有,18820000,132410,坡道平面,52.68,2000000,買賣雙方同意協議房屋出售價格為新台幣壹仟陸佰捌拾貳萬元正，車位價格為新台幣貳佰萬元正。陽台外推；,RPRPMLKLMHGGFCF67DA,91.68,0.0,11.98,有,222.0,14
汐止區,房地(土地+建物),新台五路二段151~180號,4.69,都市：其他:第二種住宅區,,,1100311,土地2建物1車位0,八層,三十六,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0851230,91.00999999999999,2,2,1,有,有,6800000,74717,,0.0,0,,RPOSMLTKMHGGFDF58DA,60.3,0.95,7.19,有,,36
汐止區,房地(土地+建物),湖前街77巷5弄1~30號,7.37,都市：其他:第二種住宅區,,,1100322,土地1建物1車位0,六層,十三,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831024,63.709999999999994,2,1,1,有,有,6700000,105164,,0.0,0,,RPWRMLTKMHGGFDF66DA,37.63,0.0,5.85,有,,13
汐止區,房地(土地+建物),康寧街751巷1~30號,11.55,都市：其他:風景區,,,1100314,土地2建物1車位0,九層,二十三,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850718,106.54,2,2,2,有,有,8600000,80721,,0.0,0,,RPTQMLKLMHGGFDF08DA,88.91,0.0,10.12,有,225.0,23
汐止區,房地(土地+建物),康寧街91~120號,6.65,都市：其他:第二種住宅區,,,1100407,土地1建物1車位0,九層,十四,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841021,40.13,1,1,1,有,有,5160000,128582,,0.0,0,夾層；,RPOQMLKLMHGGFDF57DA,23.96,0.0,2.75,有,,14
八里區,房地(土地+建物),龍米路一段181~210號,7.02,都市：其他:住宅區,,,1100306,土地1建物1車位0,六層,二十六,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941205,87.48,2,2,1,有,有,6500000,74303,,0.0,0,,RPRQMLTLLHGGFEF78DA,51.09,0.0,8.9,有,227.0,26
淡水區,房地(土地+建物)+車位,沙崙路一段1~30號,17.15,都市：其他:第三種住宅區。,,,1091130,土地1建物1車位1,十二層,二十三,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080306,117.35,2,1,1,有,有,7550000,71633,坡道平面,30.1,1300000,預售屋、或土地及建物分次登記案件；,RPRRMLQJMHGGFEF48DA,51.98,3.12,5.36,有,,23
淡水區,房地(土地+建物),沙崙路一段1~30號,16.51,都市：其他:第三種住宅區。,,,1100320,土地1建物1車位0,十層,二十三,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080306,86.41,2,1,1,有,有,6280000,72677,,0.0,0,預售屋、或土地及建物分次登記案件；,RPXSMLSJMHGGFEF76DA,50.98,3.77,5.36,有,,23
八里區,房地(土地+建物)+車位,中山路一段301~330號,15.71,都市：其他:第四種商業區,,,1100316,土地2建物1車位1,四層,十三,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830615,148.44,3,2,2,有,有,7000000,47157,坡道平面,0.0,0,陽台外推；,RPQRMLQLLHGGFEF48DA,83.68,0.68,8.22,有,,13
